# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 254 (original trajectory frame 254)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   6.8254750000e+05
  1.0000000000e-02   6.2918900000e+05
  1.5000000000e-02   5.5046750000e+05
  2.0000000000e-02   4.5868375000e+05
  2.5000000000e-02   3.6616000000e+05
  3.0000000000e-02   2.8252862500e+05
  3.5000000000e-02   2.1326425000e+05
  4.0000000000e-02   1.5970937500e+05
  4.5000000000e-02   1.2024443750e+05
  5.0000000000e-02   9.1902187500e+04
  5.5000000000e-02   7.1739468750e+04
  6.0000000000e-02   5.7576468750e+04
  6.5000000000e-02   4.8071968750e+04
  7.0000000000e-02   4.2397406250e+04
  7.5000000000e-02   3.9843031250e+04
  8.0000000000e-02   3.9590000000e+04
  8.5000000000e-02   4.0704500000e+04
  9.0000000000e-02   4.2274125000e+04
  9.5000000000e-02   4.3558312500e+04
  1.0000000000e-01   4.4072656250e+04
  1.0500000000e-01   4.3592500000e+04
  1.1000000000e-01   4.2113250000e+04
  1.1500000000e-01   3.9799031250e+04
  1.2000000000e-01   3.6930531250e+04
  1.2500000000e-01   3.3843343750e+04
  1.3000000000e-01   3.0853218750e+04
  1.3500000000e-01   2.8177906250e+04
  1.4000000000e-01   2.5896625000e+04
  1.4500000000e-01   2.3960906250e+04
  1.5000000000e-01   2.2258937500e+04
  1.5500000000e-01   2.0694906250e+04
  1.6000000000e-01   1.9240273438e+04
  1.6500000000e-01   1.7932609375e+04
  1.7000000000e-01   1.6829375000e+04
  1.7500000000e-01   1.5953671875e+04
  1.8000000000e-01   1.5267132812e+04
  1.8500000000e-01   1.4685679688e+04
  1.9000000000e-01   1.4123843750e+04
  1.9500000000e-01   1.3535812500e+04
  2.0000000000e-01   1.2928757812e+04
  2.0500000000e-01   1.2343031250e+04
  2.1000000000e-01   1.1817312500e+04
  2.1500000000e-01   1.1363523438e+04
  2.2000000000e-01   1.0965359375e+04
  2.2500000000e-01   1.0596695312e+04
  2.3000000000e-01   1.0243734375e+04
  2.3500000000e-01   9.9140546875e+03
  2.4000000000e-01   9.6287187500e+03
  2.4500000000e-01   9.4058867188e+03
  2.5000000000e-01   9.2479453125e+03
  2.5500000000e-01   9.1403398438e+03
  2.6000000000e-01   9.0603828125e+03
  2.6500000000e-01   8.9866523438e+03
  2.7000000000e-01   8.9027968750e+03
  2.7500000000e-01   8.7949921875e+03
  2.8000000000e-01   8.6490625000e+03
  2.8500000000e-01   8.4527109375e+03
  2.9000000000e-01   8.2033164062e+03
  2.9500000000e-01   7.9143007812e+03
  3.0000000000e-01   7.6141367188e+03
  3.0500000000e-01   7.3348789062e+03
  3.1000000000e-01   7.0969765625e+03
  3.1500000000e-01   6.8999062500e+03
  3.2000000000e-01   6.7256835938e+03
  3.2500000000e-01   6.5531523438e+03
  3.3000000000e-01   6.3745390625e+03
  3.3500000000e-01   6.2021093750e+03
  3.4000000000e-01   6.0612031250e+03
  3.4500000000e-01   5.9733164062e+03
  3.5000000000e-01   5.9411250000e+03
  3.5500000000e-01   5.9441054688e+03
  3.6000000000e-01   5.9480546875e+03
  3.6500000000e-01   5.9215898438e+03
  3.7000000000e-01   5.8493789062e+03
  3.7500000000e-01   5.7351367188e+03
  3.8000000000e-01   5.5942851562e+03
  3.8500000000e-01   5.4427968750e+03
  3.9000000000e-01   5.2896445312e+03
  3.9500000000e-01   5.1367343750e+03
  4.0000000000e-01   4.9843437500e+03
  4.0500000000e-01   4.8363632812e+03
  4.1000000000e-01   4.7013378906e+03
  4.1500000000e-01   4.5889726562e+03
  4.2000000000e-01   4.5052929688e+03
  4.2500000000e-01   4.4503378906e+03
  4.3000000000e-01   4.4194453125e+03
  4.3500000000e-01   4.4064062500e+03
  4.4000000000e-01   4.4052792969e+03
  4.4500000000e-01   4.4098593750e+03
  4.5000000000e-01   4.4119101562e+03
  4.5500000000e-01   4.4013847656e+03
  4.6000000000e-01   4.3698300781e+03
  4.6500000000e-01   4.3154199219e+03
  4.7000000000e-01   4.2457460938e+03
  4.7500000000e-01   4.1755214844e+03
  4.8000000000e-01   4.1191914062e+03
  4.8500000000e-01   4.0830019531e+03
  4.9000000000e-01   4.0616718750e+03
  4.9500000000e-01   4.0421796875e+03
  5.0000000000e-01   4.0125878906e+03
