# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 419 (original trajectory frame 419)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   7.1253900000e+05
  1.0000000000e-02   6.0690600000e+05
  1.5000000000e-02   4.6963025000e+05
  2.0000000000e-02   3.3944700000e+05
  2.5000000000e-02   2.4313137500e+05
  3.0000000000e-02   1.8724875000e+05
  3.5000000000e-02   1.6115112500e+05
  4.0000000000e-02   1.4752487500e+05
  4.5000000000e-02   1.3318762500e+05
  5.0000000000e-02   1.1416981250e+05
  5.5000000000e-02   9.3849375000e+04
  6.0000000000e-02   7.7364437500e+04
  6.5000000000e-02   6.6957218750e+04
  7.0000000000e-02   6.1007937500e+04
  7.5000000000e-02   5.6245062500e+04
  8.0000000000e-02   5.0584968750e+04
  8.5000000000e-02   4.4297375000e+04
  9.0000000000e-02   3.9044968750e+04
  9.5000000000e-02   3.6062281250e+04
  1.0000000000e-01   3.5091375000e+04
  1.0500000000e-01   3.4734781250e+04
  1.1000000000e-01   3.3647140625e+04
  1.1500000000e-01   3.1459359375e+04
  1.2000000000e-01   2.8784625000e+04
  1.2500000000e-01   2.6499531250e+04
  1.3000000000e-01   2.5005859375e+04
  1.3500000000e-01   2.4041671875e+04
  1.4000000000e-01   2.3054406250e+04
  1.4500000000e-01   2.1722500000e+04
  1.5000000000e-01   2.0184359375e+04
  1.5500000000e-01   1.8861179688e+04
  1.6000000000e-01   1.8087976562e+04
  1.6500000000e-01   1.7867187500e+04
  1.7000000000e-01   1.7901156250e+04
  1.7500000000e-01   1.7823343750e+04
  1.8000000000e-01   1.7431656250e+04
  1.8500000000e-01   1.6769148438e+04
  1.9000000000e-01   1.6034351562e+04
  1.9500000000e-01   1.5417312500e+04
  2.0000000000e-01   1.4976093750e+04
  2.0500000000e-01   1.4618968750e+04
  2.1000000000e-01   1.4182062500e+04
  2.1500000000e-01   1.3542250000e+04
  2.2000000000e-01   1.2695789062e+04
  2.2500000000e-01   1.1762796875e+04
  2.3000000000e-01   1.0920992188e+04
  2.3500000000e-01   1.0312304688e+04
  2.4000000000e-01   9.9751093750e+03
  2.4500000000e-01   9.8363203125e+03
  2.5000000000e-01   9.7596367188e+03
  2.5500000000e-01   9.6163007812e+03
  2.6000000000e-01   9.3392343750e+03
  2.6500000000e-01   8.9392304688e+03
  2.7000000000e-01   8.4856093750e+03
  2.7500000000e-01   8.0683867188e+03
  2.8000000000e-01   7.7593515625e+03
  2.8500000000e-01   7.5844921875e+03
  2.9000000000e-01   7.5164453125e+03
  2.9500000000e-01   7.4907890625e+03
  3.0000000000e-01   7.4409765625e+03
  3.0500000000e-01   7.3348437500e+03
  3.1000000000e-01   7.1904687500e+03
  3.1500000000e-01   7.0598710938e+03
  3.2000000000e-01   6.9899531250e+03
  3.2500000000e-01   6.9879765625e+03
  3.3000000000e-01   7.0151132812e+03
  3.3500000000e-01   7.0114335938e+03
  3.4000000000e-01   6.9328632812e+03
  3.4500000000e-01   6.7738046875e+03
  3.5000000000e-01   6.5634492188e+03
  3.5500000000e-01   6.3430234375e+03
  3.6000000000e-01   6.1440625000e+03
  3.6500000000e-01   5.9796210938e+03
  3.7000000000e-01   5.8486093750e+03
  3.7500000000e-01   5.7441171875e+03
  3.8000000000e-01   5.6587929688e+03
  3.8500000000e-01   5.5866718750e+03
  3.9000000000e-01   5.5243476562e+03
  3.9500000000e-01   5.4715976562e+03
  4.0000000000e-01   5.4296640625e+03
  4.0500000000e-01   5.3964023438e+03
  4.1000000000e-01   5.3632265625e+03
  4.1500000000e-01   5.3186601562e+03
  4.2000000000e-01   5.2584609375e+03
  4.2500000000e-01   5.1934726562e+03
  4.3000000000e-01   5.1456054688e+03
  4.3500000000e-01   5.1318867188e+03
  4.4000000000e-01   5.1475585938e+03
  4.4500000000e-01   5.1635273438e+03
  4.5000000000e-01   5.1428125000e+03
  4.5500000000e-01   5.0653515625e+03
  4.6000000000e-01   4.9421152344e+03
  4.6500000000e-01   4.8074902344e+03
  4.7000000000e-01   4.6954628906e+03
  4.7500000000e-01   4.6183886719e+03
  4.8000000000e-01   4.5632792969e+03
  4.8500000000e-01   4.5070507812e+03
  4.9000000000e-01   4.4363867188e+03
  4.9500000000e-01   4.3569921875e+03
  5.0000000000e-01   4.2867304688e+03
