# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 458 (original trajectory frame 458)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   7.1117300000e+05
  1.0000000000e-02   6.4080750000e+05
  1.5000000000e-02   5.4221950000e+05
  2.0000000000e-02   4.3596325000e+05
  2.5000000000e-02   3.3959300000e+05
  3.0000000000e-02   2.6296650000e+05
  3.5000000000e-02   2.0746025000e+05
  4.0000000000e-02   1.6861562500e+05
  4.5000000000e-02   1.4016375000e+05
  5.0000000000e-02   1.1725875000e+05
  5.5000000000e-02   9.7685312500e+04
  6.0000000000e-02   8.1229312500e+04
  6.5000000000e-02   6.8286187500e+04
  7.0000000000e-02   5.8814250000e+04
  7.5000000000e-02   5.2125593750e+04
  8.0000000000e-02   4.7293562500e+04
  8.5000000000e-02   4.3637375000e+04
  9.0000000000e-02   4.0886656250e+04
  9.5000000000e-02   3.8995500000e+04
  1.0000000000e-01   3.7859328125e+04
  1.0500000000e-01   3.7178312500e+04
  1.1000000000e-01   3.6536546875e+04
  1.1500000000e-01   3.5585593750e+04
  1.2000000000e-01   3.4169515625e+04
  1.2500000000e-01   3.2325203125e+04
  1.3000000000e-01   3.0194984375e+04
  1.3500000000e-01   2.7939265625e+04
  1.4000000000e-01   2.5699609375e+04
  1.4500000000e-01   2.3598906250e+04
  1.5000000000e-01   2.1740671875e+04
  1.5500000000e-01   2.0190937500e+04
  1.6000000000e-01   1.8958539062e+04
  1.6500000000e-01   1.7998859375e+04
  1.7000000000e-01   1.7248460938e+04
  1.7500000000e-01   1.6663875000e+04
  1.8000000000e-01   1.6237554688e+04
  1.8500000000e-01   1.5978906250e+04
  1.9000000000e-01   1.5878976562e+04
  1.9500000000e-01   1.5884007812e+04
  2.0000000000e-01   1.5896539062e+04
  2.0500000000e-01   1.5800406250e+04
  2.1000000000e-01   1.5495390625e+04
  2.1500000000e-01   1.4926515625e+04
  2.2000000000e-01   1.4101710938e+04
  2.2500000000e-01   1.3090851562e+04
  2.3000000000e-01   1.2008640625e+04
  2.3500000000e-01   1.0980851562e+04
  2.4000000000e-01   1.0105671875e+04
  2.4500000000e-01   9.4257226562e+03
  2.5000000000e-01   8.9257382812e+03
  2.5500000000e-01   8.5553671875e+03
  2.6000000000e-01   8.2627500000e+03
  2.6500000000e-01   8.0179335938e+03
  2.7000000000e-01   7.8140859375e+03
  2.7500000000e-01   7.6520039062e+03
  2.8000000000e-01   7.5235273438e+03
  2.8500000000e-01   7.4073906250e+03
  2.9000000000e-01   7.2786054688e+03
  2.9500000000e-01   7.1215234375e+03
  3.0000000000e-01   6.9359023438e+03
  3.0500000000e-01   6.7340859375e+03
  3.1000000000e-01   6.5336757812e+03
  3.1500000000e-01   6.3528789062e+03
  3.2000000000e-01   6.2084023438e+03
  3.2500000000e-01   6.1126679688e+03
  3.3000000000e-01   6.0673242188e+03
  3.3500000000e-01   6.0572734375e+03
  3.4000000000e-01   6.0524609375e+03
  3.4500000000e-01   6.0205273438e+03
  3.5000000000e-01   5.9447421875e+03
  3.5500000000e-01   5.8341835938e+03
  3.6000000000e-01   5.7179843750e+03
  3.6500000000e-01   5.6260468750e+03
  3.7000000000e-01   5.5692343750e+03
  3.7500000000e-01   5.5333398438e+03
  3.8000000000e-01   5.4905937500e+03
  3.8500000000e-01   5.4198164062e+03
  3.9000000000e-01   5.3207226562e+03
  3.9500000000e-01   5.2127343750e+03
  4.0000000000e-01   5.1212617188e+03
  4.0500000000e-01   5.0619726562e+03
  4.1000000000e-01   5.0343476562e+03
  4.1500000000e-01   5.0265273438e+03
  4.2000000000e-01   5.0254531250e+03
  4.2500000000e-01   5.0235039062e+03
  4.3000000000e-01   5.0176308594e+03
  4.3500000000e-01   5.0039980469e+03
  4.4000000000e-01   4.9746054688e+03
  4.4500000000e-01   4.9201152344e+03
  4.5000000000e-01   4.8367109375e+03
  4.5500000000e-01   4.7313789062e+03
  4.6000000000e-01   4.6203554688e+03
  4.6500000000e-01   4.5213828125e+03
  4.7000000000e-01   4.4440761719e+03
  4.7500000000e-01   4.3857539062e+03
  4.8000000000e-01   4.3348281250e+03
  4.8500000000e-01   4.2797968750e+03
  4.9000000000e-01   4.2172500000e+03
  4.9500000000e-01   4.1534960938e+03
  5.0000000000e-01   4.0991191406e+03
