# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 339 (original trajectory frame 339)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   7.2179950000e+05
  1.0000000000e-02   6.6624200000e+05
  1.5000000000e-02   5.8456875000e+05
  2.0000000000e-02   4.8979675000e+05
  2.5000000000e-02   3.9477700000e+05
  3.0000000000e-02   3.0925975000e+05
  3.5000000000e-02   2.3848875000e+05
  4.0000000000e-02   1.8340912500e+05
  4.5000000000e-02   1.4207018750e+05
  5.0000000000e-02   1.1138275000e+05
  5.5000000000e-02   8.8496937500e+04
  6.0000000000e-02   7.1418718750e+04
  6.5000000000e-02   5.8946218750e+04
  7.0000000000e-02   5.0273750000e+04
  7.5000000000e-02   4.4627812500e+04
  8.0000000000e-02   4.1143093750e+04
  8.5000000000e-02   3.8957156250e+04
  9.0000000000e-02   3.7378437500e+04
  9.5000000000e-02   3.5980421875e+04
  1.0000000000e-01   3.4579015625e+04
  1.0500000000e-01   3.3133140625e+04
  1.1000000000e-01   3.1653578125e+04
  1.1500000000e-01   3.0163765625e+04
  1.2000000000e-01   2.8700468750e+04
  1.2500000000e-01   2.7314687500e+04
  1.3000000000e-01   2.6043406250e+04
  1.3500000000e-01   2.4865765625e+04
  1.4000000000e-01   2.3683937500e+04
  1.4500000000e-01   2.2358593750e+04
  1.5000000000e-01   2.0788671875e+04
  1.5500000000e-01   1.8987242188e+04
  1.6000000000e-01   1.7101453125e+04
  1.6500000000e-01   1.5356445312e+04
  1.7000000000e-01   1.3953390625e+04
  1.7500000000e-01   1.2979500000e+04
  1.8000000000e-01   1.2383296875e+04
  1.8500000000e-01   1.2022781250e+04
  1.9000000000e-01   1.1752953125e+04
  1.9500000000e-01   1.1498187500e+04
  2.0000000000e-01   1.1269468750e+04
  2.0500000000e-01   1.1126476562e+04
  2.1000000000e-01   1.1115390625e+04
  2.1500000000e-01   1.1225070312e+04
  2.2000000000e-01   1.1384382812e+04
  2.2500000000e-01   1.1495890625e+04
  2.3000000000e-01   1.1479132812e+04
  2.3500000000e-01   1.1298031250e+04
  2.4000000000e-01   1.0961671875e+04
  2.4500000000e-01   1.0507570312e+04
  2.5000000000e-01   9.9835234375e+03
  2.5500000000e-01   9.4392578125e+03
  2.6000000000e-01   8.9264375000e+03
  2.6500000000e-01   8.4973437500e+03
  2.7000000000e-01   8.1957968750e+03
  2.7500000000e-01   8.0409492188e+03
  2.8000000000e-01   8.0159765625e+03
  2.8500000000e-01   8.0705000000e+03
  2.9000000000e-01   8.1400078125e+03
  2.9500000000e-01   8.1717773438e+03
  3.0000000000e-01   8.1440468750e+03
  3.0500000000e-01   8.0670156250e+03
  3.1000000000e-01   7.9667031250e+03
  3.1500000000e-01   7.8621523438e+03
  3.2000000000e-01   7.7501093750e+03
  3.2500000000e-01   7.6061601562e+03
  3.3000000000e-01   7.4001289062e+03
  3.3500000000e-01   7.1163828125e+03
  3.4000000000e-01   6.7667851562e+03
  3.4500000000e-01   6.3893515625e+03
  3.5000000000e-01   6.0343828125e+03
  3.5500000000e-01   5.7455156250e+03
  3.6000000000e-01   5.5452382812e+03
  3.6500000000e-01   5.4305156250e+03
  3.7000000000e-01   5.3787656250e+03
  3.7500000000e-01   5.3595507812e+03
  3.8000000000e-01   5.3460429688e+03
  3.8500000000e-01   5.3214804688e+03
  3.9000000000e-01   5.2799492188e+03
  3.9500000000e-01   5.2226718750e+03
  4.0000000000e-01   5.1537929688e+03
  4.0500000000e-01   5.0773398438e+03
  4.1000000000e-01   4.9970937500e+03
  4.1500000000e-01   4.9178437500e+03
  4.2000000000e-01   4.8465468750e+03
  4.2500000000e-01   4.7914765625e+03
  4.3000000000e-01   4.7597675781e+03
  4.3500000000e-01   4.7541015625e+03
  4.4000000000e-01   4.7708710938e+03
  4.4500000000e-01   4.8010292969e+03
  4.5000000000e-01   4.8330449219e+03
  4.5500000000e-01   4.8569648438e+03
  4.6000000000e-01   4.8669160156e+03
  4.6500000000e-01   4.8615878906e+03
  4.7000000000e-01   4.8425078125e+03
  4.7500000000e-01   4.8120156250e+03
  4.8000000000e-01   4.7721367188e+03
  4.8500000000e-01   4.7249238281e+03
  4.9000000000e-01   4.6734511719e+03
  4.9500000000e-01   4.6220253906e+03
  5.0000000000e-01   4.5751972656e+03
