# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 136 (original trajectory frame 136)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   7.1554400000e+05
  1.0000000000e-02   6.5624700000e+05
  1.5000000000e-02   5.7015450000e+05
  2.0000000000e-02   4.7248900000e+05
  2.5000000000e-02   3.7820700000e+05
  3.0000000000e-02   2.9833825000e+05
  3.5000000000e-02   2.3796325000e+05
  4.0000000000e-02   1.9626100000e+05
  4.5000000000e-02   1.6832587500e+05
  5.0000000000e-02   1.4785993750e+05
  5.5000000000e-02   1.2964606250e+05
  6.0000000000e-02   1.1100131250e+05
  6.5000000000e-02   9.1899375000e+04
  7.0000000000e-02   7.4028875000e+04
  7.5000000000e-02   5.9402250000e+04
  8.0000000000e-02   4.9193000000e+04
  8.5000000000e-02   4.3224187500e+04
  9.0000000000e-02   4.0184500000e+04
  9.5000000000e-02   3.8315765625e+04
  1.0000000000e-01   3.6168093750e+04
  1.0500000000e-01   3.3075515625e+04
  1.1000000000e-01   2.9201750000e+04
  1.1500000000e-01   2.5227203125e+04
  1.2000000000e-01   2.1892718750e+04
  1.2500000000e-01   1.9631921875e+04
  1.3000000000e-01   1.8432398438e+04
  1.3500000000e-01   1.7932257812e+04
  1.4000000000e-01   1.7649984375e+04
  1.4500000000e-01   1.7211726562e+04
  1.5000000000e-01   1.6473367188e+04
  1.5500000000e-01   1.5511632812e+04
  1.6000000000e-01   1.4522695312e+04
  1.6500000000e-01   1.3699179688e+04
  1.7000000000e-01   1.3147218750e+04
  1.7500000000e-01   1.2865515625e+04
  1.8000000000e-01   1.2775632812e+04
  1.8500000000e-01   1.2771046875e+04
  1.9000000000e-01   1.2756789062e+04
  1.9500000000e-01   1.2668218750e+04
  2.0000000000e-01   1.2471968750e+04
  2.0500000000e-01   1.2161601562e+04
  2.1000000000e-01   1.1754351562e+04
  2.1500000000e-01   1.1290687500e+04
  2.2000000000e-01   1.0829687500e+04
  2.2500000000e-01   1.0436960938e+04
  2.3000000000e-01   1.0165335938e+04
  2.3500000000e-01   1.0036859375e+04
  2.4000000000e-01   1.0033554688e+04
  2.4500000000e-01   1.0103414062e+04
  2.5000000000e-01   1.0178539062e+04
  2.5500000000e-01   1.0198320312e+04
  2.6000000000e-01   1.0127632812e+04
  2.6500000000e-01   9.9642031250e+03
  2.7000000000e-01   9.7333710938e+03
  2.7500000000e-01   9.4746992188e+03
  2.8000000000e-01   9.2266250000e+03
  2.8500000000e-01   9.0143515625e+03
  2.9000000000e-01   8.8441289062e+03
  2.9500000000e-01   8.7042500000e+03
  3.0000000000e-01   8.5714687500e+03
  3.0500000000e-01   8.4202578125e+03
  3.1000000000e-01   8.2322578125e+03
  3.1500000000e-01   8.0031679688e+03
  3.2000000000e-01   7.7442187500e+03
  3.2500000000e-01   7.4772343750e+03
  3.3000000000e-01   7.2256250000e+03
  3.3500000000e-01   7.0035703125e+03
  3.4000000000e-01   6.8097656250e+03
  3.4500000000e-01   6.6281171875e+03
  3.5000000000e-01   6.4359882812e+03
  3.5500000000e-01   6.2161679688e+03
  3.6000000000e-01   5.9667109375e+03
  3.6500000000e-01   5.7036445312e+03
  3.7000000000e-01   5.4548476562e+03
  3.7500000000e-01   5.2486289062e+03
  3.8000000000e-01   5.1021718750e+03
  3.8500000000e-01   5.0156484375e+03
  3.9000000000e-01   4.9742304688e+03
  3.9500000000e-01   4.9560898438e+03
  4.0000000000e-01   4.9419023438e+03
  4.0500000000e-01   4.9206132812e+03
  4.1000000000e-01   4.8896445312e+03
  4.1500000000e-01   4.8510175781e+03
  4.2000000000e-01   4.8064257812e+03
  4.2500000000e-01   4.7552031250e+03
  4.3000000000e-01   4.6958671875e+03
  4.3500000000e-01   4.6294941406e+03
  4.4000000000e-01   4.5619492188e+03
  4.4500000000e-01   4.5026816406e+03
  4.5000000000e-01   4.4602832031e+03
  4.5500000000e-01   4.4373671875e+03
  4.6000000000e-01   4.4285976562e+03
  4.6500000000e-01   4.4228437500e+03
  4.7000000000e-01   4.4091406250e+03
  4.7500000000e-01   4.3831074219e+03
  4.8000000000e-01   4.3494433594e+03
  4.8500000000e-01   4.3196738281e+03
  4.9000000000e-01   4.3054570312e+03
  4.9500000000e-01   4.3114843750e+03
  5.0000000000e-01   4.3319257812e+03
