# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 435 (original trajectory frame 435)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   6.5665200000e+05
  1.0000000000e-02   5.9410075000e+05
  1.5000000000e-02   5.0424150000e+05
  2.0000000000e-02   4.0379750000e+05
  2.5000000000e-02   3.0852675000e+05
  3.0000000000e-02   2.2933650000e+05
  3.5000000000e-02   1.7067112500e+05
  4.0000000000e-02   1.3131200000e+05
  4.5000000000e-02   1.0672462500e+05
  5.0000000000e-02   9.1660062500e+04
  5.5000000000e-02   8.1939812500e+04
  6.0000000000e-02   7.5026687500e+04
  6.5000000000e-02   6.9653468750e+04
  7.0000000000e-02   6.5134437500e+04
  7.5000000000e-02   6.0896406250e+04
  8.0000000000e-02   5.6422000000e+04
  8.5000000000e-02   5.1456000000e+04
  9.0000000000e-02   4.6169218750e+04
  9.5000000000e-02   4.1090062500e+04
  1.0000000000e-01   3.6819406250e+04
  1.0500000000e-01   3.3711843750e+04
  1.1000000000e-01   3.1715984375e+04
  1.1500000000e-01   3.0446171875e+04
  1.2000000000e-01   2.9411718750e+04
  1.2500000000e-01   2.8246859375e+04
  1.3000000000e-01   2.6823796875e+04
  1.3500000000e-01   2.5218828125e+04
  1.4000000000e-01   2.3598562500e+04
  1.4500000000e-01   2.2110890625e+04
  1.5000000000e-01   2.0835812500e+04
  1.5500000000e-01   1.9791687500e+04
  1.6000000000e-01   1.8959546875e+04
  1.6500000000e-01   1.8296234375e+04
  1.7000000000e-01   1.7732039062e+04
  1.7500000000e-01   1.7174398438e+04
  1.8000000000e-01   1.6530773438e+04
  1.8500000000e-01   1.5746960938e+04
  1.9000000000e-01   1.4835484375e+04
  1.9500000000e-01   1.3872609375e+04
  2.0000000000e-01   1.2962898438e+04
  2.0500000000e-01   1.2191023438e+04
  2.1000000000e-01   1.1589671875e+04
  2.1500000000e-01   1.1138437500e+04
  2.2000000000e-01   1.0788671875e+04
  2.2500000000e-01   1.0493781250e+04
  2.3000000000e-01   1.0226210938e+04
  2.3500000000e-01   9.9756171875e+03
  2.4000000000e-01   9.7365625000e+03
  2.4500000000e-01   9.4995312500e+03
  2.5000000000e-01   9.2517109375e+03
  2.5500000000e-01   8.9839687500e+03
  2.6000000000e-01   8.6966406250e+03
  2.6500000000e-01   8.3986875000e+03
  2.7000000000e-01   8.1019648438e+03
  2.7500000000e-01   7.8167578125e+03
  2.8000000000e-01   7.5524296875e+03
  2.8500000000e-01   7.3209609375e+03
  2.9000000000e-01   7.1376562500e+03
  2.9500000000e-01   7.0158398438e+03
  3.0000000000e-01   6.9567695312e+03
  3.0500000000e-01   6.9430976562e+03
  3.1000000000e-01   6.9418867188e+03
  3.1500000000e-01   6.9173398438e+03
  3.2000000000e-01   6.8457343750e+03
  3.2500000000e-01   6.7235273438e+03
  3.3000000000e-01   6.5640039062e+03
  3.3500000000e-01   6.3853320312e+03
  3.4000000000e-01   6.1992734375e+03
  3.4500000000e-01   6.0081484375e+03
  3.5000000000e-01   5.8112382812e+03
  3.5500000000e-01   5.6140703125e+03
  3.6000000000e-01   5.4326718750e+03
  3.6500000000e-01   5.2880703125e+03
  3.7000000000e-01   5.1945859375e+03
  3.7500000000e-01   5.1497460938e+03
  3.8000000000e-01   5.1335390625e+03
  3.8500000000e-01   5.1175781250e+03
  3.9000000000e-01   5.0791757812e+03
  3.9500000000e-01   5.0113554688e+03
  4.0000000000e-01   4.9234687500e+03
  4.0500000000e-01   4.8327382812e+03
  4.1000000000e-01   4.7528398438e+03
  4.1500000000e-01   4.6865175781e+03
  4.2000000000e-01   4.6259238281e+03
  4.2500000000e-01   4.5591738281e+03
  4.3000000000e-01   4.4787246094e+03
  4.3500000000e-01   4.3862636719e+03
  4.4000000000e-01   4.2924296875e+03
  4.4500000000e-01   4.2124980469e+03
  4.5000000000e-01   4.1606875000e+03
  4.5500000000e-01   4.1457109375e+03
  4.6000000000e-01   4.1681875000e+03
  4.6500000000e-01   4.2201093750e+03
  4.7000000000e-01   4.2858203125e+03
  4.7500000000e-01   4.3451054688e+03
  4.8000000000e-01   4.3780253906e+03
  4.8500000000e-01   4.3711796875e+03
  4.9000000000e-01   4.3228593750e+03
  4.9500000000e-01   4.2446562500e+03
  5.0000000000e-01   4.1577695312e+03
