# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 587 (original trajectory frame 587)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   7.3990600000e+05
  1.0000000000e-02   6.4505350000e+05
  1.5000000000e-02   5.2278200000e+05
  2.0000000000e-02   4.0609925000e+05
  2.5000000000e-02   3.1469987500e+05
  3.0000000000e-02   2.5096687500e+05
  3.5000000000e-02   2.0660750000e+05
  4.0000000000e-02   1.7247325000e+05
  4.5000000000e-02   1.4415275000e+05
  5.0000000000e-02   1.2132493750e+05
  5.5000000000e-02   1.0424906250e+05
  6.0000000000e-02   9.1629250000e+04
  6.5000000000e-02   8.1188250000e+04
  7.0000000000e-02   7.1331843750e+04
  7.5000000000e-02   6.1874718750e+04
  8.0000000000e-02   5.3426843750e+04
  8.5000000000e-02   4.6473562500e+04
  9.0000000000e-02   4.1066875000e+04
  9.5000000000e-02   3.7083656250e+04
  1.0000000000e-01   3.4442890625e+04
  1.0500000000e-01   3.3001203125e+04
  1.1000000000e-01   3.2371828125e+04
  1.1500000000e-01   3.1984765625e+04
  1.2000000000e-01   3.1358765625e+04
  1.2500000000e-01   3.0301406250e+04
  1.3000000000e-01   2.8871156250e+04
  1.3500000000e-01   2.7205718750e+04
  1.4000000000e-01   2.5408421875e+04
  1.4500000000e-01   2.3550156250e+04
  1.5000000000e-01   2.1708015625e+04
  1.5500000000e-01   1.9971406250e+04
  1.6000000000e-01   1.8427125000e+04
  1.6500000000e-01   1.7153304688e+04
  1.7000000000e-01   1.6213156250e+04
  1.7500000000e-01   1.5621906250e+04
  1.8000000000e-01   1.5308960938e+04
  1.8500000000e-01   1.5127484375e+04
  1.9000000000e-01   1.4923203125e+04
  1.9500000000e-01   1.4608304688e+04
  2.0000000000e-01   1.4177742188e+04
  2.0500000000e-01   1.3668593750e+04
  2.1000000000e-01   1.3113234375e+04
  2.1500000000e-01   1.2527914062e+04
  2.2000000000e-01   1.1927218750e+04
  2.2500000000e-01   1.1335703125e+04
  2.3000000000e-01   1.0787085938e+04
  2.3500000000e-01   1.0319921875e+04
  2.4000000000e-01   9.9702421875e+03
  2.4500000000e-01   9.7516328125e+03
  2.5000000000e-01   9.6311328125e+03
  2.5500000000e-01   9.5301914062e+03
  2.6000000000e-01   9.3684804688e+03
  2.6500000000e-01   9.1214140625e+03
  2.7000000000e-01   8.8354140625e+03
  2.7500000000e-01   8.5827695312e+03
  2.8000000000e-01   8.3982578125e+03
  2.8500000000e-01   8.2583710938e+03
  2.9000000000e-01   8.1171796875e+03
  2.9500000000e-01   7.9534921875e+03
  3.0000000000e-01   7.7820546875e+03
  3.0500000000e-01   7.6260859375e+03
  3.1000000000e-01   7.4901015625e+03
  3.1500000000e-01   7.3604257812e+03
  3.2000000000e-01   7.2237968750e+03
  3.2500000000e-01   7.0784023438e+03
  3.3000000000e-01   6.9284609375e+03
  3.3500000000e-01   6.7758789062e+03
  3.4000000000e-01   6.6206171875e+03
  3.4500000000e-01   6.4659687500e+03
  3.5000000000e-01   6.3186132812e+03
  3.5500000000e-01   6.1838867188e+03
  3.6000000000e-01   6.0645859375e+03
  3.6500000000e-01   5.9632304688e+03
  3.7000000000e-01   5.8809765625e+03
  3.7500000000e-01   5.8104296875e+03
  3.8000000000e-01   5.7330468750e+03
  3.8500000000e-01   5.6310546875e+03
  3.9000000000e-01   5.5061445312e+03
  3.9500000000e-01   5.3839882812e+03
  4.0000000000e-01   5.2956445312e+03
  4.0500000000e-01   5.2510898438e+03
  4.1000000000e-01   5.2318125000e+03
  4.1500000000e-01   5.2082265625e+03
  4.2000000000e-01   5.1631484375e+03
  4.2500000000e-01   5.0981835938e+03
  4.3000000000e-01   5.0221171875e+03
  4.3500000000e-01   4.9381015625e+03
  4.4000000000e-01   4.8444414062e+03
  4.4500000000e-01   4.7442617188e+03
  4.5000000000e-01   4.6492031250e+03
  4.5500000000e-01   4.5721484375e+03
  4.6000000000e-01   4.5177109375e+03
  4.6500000000e-01   4.4812773438e+03
  4.7000000000e-01   4.4565039062e+03
  4.7500000000e-01   4.4416601562e+03
  4.8000000000e-01   4.4386757812e+03
  4.8500000000e-01   4.4473398438e+03
  4.9000000000e-01   4.4620019531e+03
  4.9500000000e-01   4.4736679688e+03
  5.0000000000e-01   4.4744316406e+03
