# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 75 (original trajectory frame 75)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   6.9139700000e+05
  1.0000000000e-02   6.2980000000e+05
  1.5000000000e-02   5.3829375000e+05
  2.0000000000e-02   4.3093575000e+05
  2.5000000000e-02   3.2284825000e+05
  3.0000000000e-02   2.2713512500e+05
  3.5000000000e-02   1.5259550000e+05
  4.0000000000e-02   1.0265768750e+05
  4.5000000000e-02   7.5688156250e+04
  5.0000000000e-02   6.6386718750e+04
  5.5000000000e-02   6.7753156250e+04
  6.0000000000e-02   7.3026562500e+04
  6.5000000000e-02   7.7112187500e+04
  7.0000000000e-02   7.7248062500e+04
  7.5000000000e-02   7.2910500000e+04
  8.0000000000e-02   6.5186000000e+04
  8.5000000000e-02   5.5913562500e+04
  9.0000000000e-02   4.6901093750e+04
  9.5000000000e-02   3.9409437500e+04
  1.0000000000e-01   3.3967859375e+04
  1.0500000000e-01   3.0464531250e+04
  1.1000000000e-01   2.8395500000e+04
  1.1500000000e-01   2.7142796875e+04
  1.2000000000e-01   2.6186671875e+04
  1.2500000000e-01   2.5210875000e+04
  1.3000000000e-01   2.4107578125e+04
  1.3500000000e-01   2.2916328125e+04
  1.4000000000e-01   2.1740468750e+04
  1.4500000000e-01   2.0674750000e+04
  1.5000000000e-01   1.9765187500e+04
  1.5500000000e-01   1.9000625000e+04
  1.6000000000e-01   1.8330390625e+04
  1.6500000000e-01   1.7694156250e+04
  1.7000000000e-01   1.7050250000e+04
  1.7500000000e-01   1.6390585938e+04
  1.8000000000e-01   1.5740851562e+04
  1.8500000000e-01   1.5143375000e+04
  1.9000000000e-01   1.4634609375e+04
  1.9500000000e-01   1.4224242188e+04
  2.0000000000e-01   1.3886562500e+04
  2.0500000000e-01   1.3567789062e+04
  2.1000000000e-01   1.3206500000e+04
  2.1500000000e-01   1.2758679688e+04
  2.2000000000e-01   1.2216179688e+04
  2.2500000000e-01   1.1611156250e+04
  2.3000000000e-01   1.1003695312e+04
  2.3500000000e-01   1.0458796875e+04
  2.4000000000e-01   1.0021601562e+04
  2.4500000000e-01   9.7020625000e+03
  2.5000000000e-01   9.4737421875e+03
  2.5500000000e-01   9.2873359375e+03
  2.6000000000e-01   9.0910000000e+03
  2.6500000000e-01   8.8501093750e+03
  2.7000000000e-01   8.5572421875e+03
  2.7500000000e-01   8.2313125000e+03
  2.8000000000e-01   7.9062070312e+03
  2.8500000000e-01   7.6163164062e+03
  2.9000000000e-01   7.3843515625e+03
  2.9500000000e-01   7.2157343750e+03
  3.0000000000e-01   7.1003593750e+03
  3.0500000000e-01   7.0194492188e+03
  3.1000000000e-01   6.9535156250e+03
  3.1500000000e-01   6.8885000000e+03
  3.2000000000e-01   6.8183828125e+03
  3.2500000000e-01   6.7440976562e+03
  3.3000000000e-01   6.6704492188e+03
  3.3500000000e-01   6.6021796875e+03
  3.4000000000e-01   6.5408359375e+03
  3.4500000000e-01   6.4828046875e+03
  3.5000000000e-01   6.4192304688e+03
  3.5500000000e-01   6.3377539062e+03
  3.6000000000e-01   6.2262500000e+03
  3.6500000000e-01   6.0772226562e+03
  3.7000000000e-01   5.8921132812e+03
  3.7500000000e-01   5.6832070312e+03
  3.8000000000e-01   5.4725390625e+03
  3.8500000000e-01   5.2866054688e+03
  3.9000000000e-01   5.1492539062e+03
  3.9500000000e-01   5.0741484375e+03
  4.0000000000e-01   5.0602617188e+03
  4.0500000000e-01   5.0918671875e+03
  4.1000000000e-01   5.1432226562e+03
  4.1500000000e-01   5.1862617188e+03
  4.2000000000e-01   5.1986445312e+03
  4.2500000000e-01   5.1689023438e+03
  4.3000000000e-01   5.0979726562e+03
  4.3500000000e-01   4.9962968750e+03
  4.4000000000e-01   4.8791972656e+03
  4.4500000000e-01   4.7615273438e+03
  4.5000000000e-01   4.6542734375e+03
  4.5500000000e-01   4.5631835938e+03
  4.6000000000e-01   4.4894941406e+03
  4.6500000000e-01   4.4312597656e+03
  4.7000000000e-01   4.3848632812e+03
  4.7500000000e-01   4.3460898438e+03
  4.8000000000e-01   4.3107031250e+03
  4.8500000000e-01   4.2750429688e+03
  4.9000000000e-01   4.2369414062e+03
  4.9500000000e-01   4.1962617188e+03
  5.0000000000e-01   4.1552304688e+03
