# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 352 (original trajectory frame 352)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   6.7172600000e+05
  1.0000000000e-02   6.3279450000e+05
  1.5000000000e-02   5.7334775000e+05
  2.0000000000e-02   5.0047325000e+05
  2.5000000000e-02   4.2217350000e+05
  3.0000000000e-02   3.4600575000e+05
  3.5000000000e-02   2.7793362500e+05
  4.0000000000e-02   2.2161312500e+05
  4.5000000000e-02   1.7823262500e+05
  5.0000000000e-02   1.4684337500e+05
  5.5000000000e-02   1.2505356250e+05
  6.0000000000e-02   1.0985668750e+05
  6.5000000000e-02   9.8393000000e+04
  7.0000000000e-02   8.8483187500e+04
  7.5000000000e-02   7.8860125000e+04
  8.0000000000e-02   6.9123125000e+04
  8.5000000000e-02   5.9492656250e+04
  9.0000000000e-02   5.0488187500e+04
  9.5000000000e-02   4.2631218750e+04
  1.0000000000e-01   3.6249906250e+04
  1.0500000000e-01   3.1405781250e+04
  1.1000000000e-01   2.7925531250e+04
  1.1500000000e-01   2.5495890625e+04
  1.2000000000e-01   2.3769593750e+04
  1.2500000000e-01   2.2448625000e+04
  1.3000000000e-01   2.1324937500e+04
  1.3500000000e-01   2.0284156250e+04
  1.4000000000e-01   1.9283000000e+04
  1.4500000000e-01   1.8321414062e+04
  1.5000000000e-01   1.7417343750e+04
  1.5500000000e-01   1.6593890625e+04
  1.6000000000e-01   1.5871882812e+04
  1.6500000000e-01   1.5267117188e+04
  1.7000000000e-01   1.4786125000e+04
  1.7500000000e-01   1.4421187500e+04
  1.8000000000e-01   1.4146546875e+04
  1.8500000000e-01   1.3919882812e+04
  1.9000000000e-01   1.3689460938e+04
  1.9500000000e-01   1.3407234375e+04
  2.0000000000e-01   1.3042289062e+04
  2.0500000000e-01   1.2590054688e+04
  2.1000000000e-01   1.2072921875e+04
  2.1500000000e-01   1.1532437500e+04
  2.2000000000e-01   1.1014718750e+04
  2.2500000000e-01   1.0555593750e+04
  2.3000000000e-01   1.0169929688e+04
  2.3500000000e-01   9.8495625000e+03
  2.4000000000e-01   9.5692968750e+03
  2.4500000000e-01   9.2982734375e+03
  2.5000000000e-01   9.0122460938e+03
  2.5500000000e-01   8.7019375000e+03
  2.6000000000e-01   8.3746875000e+03
  2.6500000000e-01   8.0503984375e+03
  2.7000000000e-01   7.7531132812e+03
  2.7500000000e-01   7.5024062500e+03
  2.8000000000e-01   7.3072031250e+03
  2.8500000000e-01   7.1642460938e+03
  2.9000000000e-01   7.0602382812e+03
  2.9500000000e-01   6.9765703125e+03
  3.0000000000e-01   6.8943125000e+03
  3.0500000000e-01   6.7980781250e+03
  3.1000000000e-01   6.6775664062e+03
  3.1500000000e-01   6.5280468750e+03
  3.2000000000e-01   6.3495273438e+03
  3.2500000000e-01   6.1461914062e+03
  3.3000000000e-01   5.9262226562e+03
  3.3500000000e-01   5.7012656250e+03
  3.4000000000e-01   5.4858671875e+03
  3.4500000000e-01   5.2952773438e+03
  3.5000000000e-01   5.1430703125e+03
  3.5500000000e-01   5.0380859375e+03
  3.6000000000e-01   4.9822890625e+03
  3.6500000000e-01   4.9700585938e+03
  3.7000000000e-01   4.9895195312e+03
  3.7500000000e-01   5.0254218750e+03
  3.8000000000e-01   5.0625156250e+03
  3.8500000000e-01   5.0887460938e+03
  3.9000000000e-01   5.0967695312e+03
  3.9500000000e-01   5.0841406250e+03
  4.0000000000e-01   5.0521171875e+03
  4.0500000000e-01   5.0038203125e+03
  4.1000000000e-01   4.9427773438e+03
  4.1500000000e-01   4.8721718750e+03
  4.2000000000e-01   4.7948398438e+03
  4.2500000000e-01   4.7138671875e+03
  4.3000000000e-01   4.6328515625e+03
  4.3500000000e-01   4.5556718750e+03
  4.4000000000e-01   4.4856523438e+03
  4.4500000000e-01   4.4244511719e+03
  4.5000000000e-01   4.3710781250e+03
  4.5500000000e-01   4.3219101562e+03
  4.6000000000e-01   4.2717148438e+03
  4.6500000000e-01   4.2154609375e+03
  4.7000000000e-01   4.1503125000e+03
  4.7500000000e-01   4.0771171875e+03
  4.8000000000e-01   4.0006035156e+03
  4.8500000000e-01   3.9282382812e+03
  4.9000000000e-01   3.8680644531e+03
  4.9500000000e-01   3.8260078125e+03
  5.0000000000e-01   3.8040507812e+03
