# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 50 (original trajectory frame 50)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   7.2893100000e+05
  1.0000000000e-02   6.7598100000e+05
  1.5000000000e-02   5.9727725000e+05
  2.0000000000e-02   5.0458425000e+05
  2.5000000000e-02   4.1010725000e+05
  3.0000000000e-02   3.2388250000e+05
  3.5000000000e-02   2.5212187500e+05
  4.0000000000e-02   1.9681225000e+05
  4.5000000000e-02   1.5649862500e+05
  5.0000000000e-02   1.2775437500e+05
  5.5000000000e-02   1.0675068750e+05
  6.0000000000e-02   9.0399000000e+04
  6.5000000000e-02   7.6842437500e+04
  7.0000000000e-02   6.5336156250e+04
  7.5000000000e-02   5.5778812500e+04
  8.0000000000e-02   4.8208843750e+04
  8.5000000000e-02   4.2488906250e+04
  9.0000000000e-02   3.8252640625e+04
  9.5000000000e-02   3.5036187500e+04
  1.0000000000e-01   3.2457484375e+04
  1.0500000000e-01   3.0323140625e+04
  1.1000000000e-01   2.8610375000e+04
  1.1500000000e-01   2.7361187500e+04
  1.2000000000e-01   2.6563265625e+04
  1.2500000000e-01   2.6086421875e+04
  1.3000000000e-01   2.5703203125e+04
  1.3500000000e-01   2.5170187500e+04
  1.4000000000e-01   2.4320203125e+04
  1.4500000000e-01   2.3118906250e+04
  1.5000000000e-01   2.1662031250e+04
  1.5500000000e-01   2.0124265625e+04
  1.6000000000e-01   1.8690281250e+04
  1.6500000000e-01   1.7495585938e+04
  1.7000000000e-01   1.6598992188e+04
  1.7500000000e-01   1.5983578125e+04
  1.8000000000e-01   1.5578546875e+04
  1.8500000000e-01   1.5286546875e+04
  1.9000000000e-01   1.5008203125e+04
  1.9500000000e-01   1.4662687500e+04
  2.0000000000e-01   1.4200687500e+04
  2.0500000000e-01   1.3611890625e+04
  2.1000000000e-01   1.2923132812e+04
  2.1500000000e-01   1.2187492188e+04
  2.2000000000e-01   1.1465328125e+04
  2.2500000000e-01   1.0805531250e+04
  2.3000000000e-01   1.0232835938e+04
  2.3500000000e-01   9.7479648438e+03
  2.4000000000e-01   9.3382070312e+03
  2.4500000000e-01   8.9920390625e+03
  2.5000000000e-01   8.7089726562e+03
  2.5500000000e-01   8.4987187500e+03
  2.6000000000e-01   8.3705312500e+03
  2.6500000000e-01   8.3203125000e+03
  2.7000000000e-01   8.3233671875e+03
  2.7500000000e-01   8.3385390625e+03
  2.8000000000e-01   8.3227304688e+03
  2.8500000000e-01   8.2476953125e+03
  2.9000000000e-01   8.1112929688e+03
  2.9500000000e-01   7.9361601562e+03
  3.0000000000e-01   7.7574570312e+03
  3.0500000000e-01   7.6056171875e+03
  3.1000000000e-01   7.4927304688e+03
  3.1500000000e-01   7.4089375000e+03
  3.2000000000e-01   7.3296992188e+03
  3.2500000000e-01   7.2288281250e+03
  3.3000000000e-01   7.0910429688e+03
  3.3500000000e-01   6.9179375000e+03
  3.4000000000e-01   6.7255039062e+03
  3.4500000000e-01   6.5358593750e+03
  3.5000000000e-01   6.3675937500e+03
  3.5500000000e-01   6.2291992188e+03
  3.6000000000e-01   6.1177695312e+03
  3.6500000000e-01   6.0218906250e+03
  3.7000000000e-01   5.9272421875e+03
  3.7500000000e-01   5.8216250000e+03
  3.8000000000e-01   5.6984414062e+03
  3.8500000000e-01   5.5578476562e+03
  3.9000000000e-01   5.4060390625e+03
  3.9500000000e-01   5.2532382812e+03
  4.0000000000e-01   5.1109062500e+03
  4.0500000000e-01   4.9883632812e+03
  4.1000000000e-01   4.8905019531e+03
  4.1500000000e-01   4.8165527344e+03
  4.2000000000e-01   4.7610664062e+03
  4.2500000000e-01   4.7165332031e+03
  4.3000000000e-01   4.6768066406e+03
  4.3500000000e-01   4.6392031250e+03
  4.4000000000e-01   4.6047656250e+03
  4.4500000000e-01   4.5761289062e+03
  4.5000000000e-01   4.5544765625e+03
  4.5500000000e-01   4.5373164062e+03
  4.6000000000e-01   4.5185078125e+03
  4.6500000000e-01   4.4908242188e+03
  4.7000000000e-01   4.4495351562e+03
  4.7500000000e-01   4.3953496094e+03
  4.8000000000e-01   4.3348164062e+03
  4.8500000000e-01   4.2777929688e+03
  4.9000000000e-01   4.2335859375e+03
  4.9500000000e-01   4.2069472656e+03
  5.0000000000e-01   4.1966210938e+03
