# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 142 (original trajectory frame 142)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   6.6572350000e+05
  1.0000000000e-02   6.4546700000e+05
  1.5000000000e-02   6.1305050000e+05
  2.0000000000e-02   5.7036025000e+05
  2.5000000000e-02   5.1978525000e+05
  3.0000000000e-02   4.6399925000e+05
  3.5000000000e-02   4.0574000000e+05
  4.0000000000e-02   3.4758475000e+05
  4.5000000000e-02   2.9177900000e+05
  5.0000000000e-02   2.4011150000e+05
  5.5000000000e-02   1.9383587500e+05
  6.0000000000e-02   1.5367137500e+05
  6.5000000000e-02   1.1984187500e+05
  7.0000000000e-02   9.2166187500e+04
  7.5000000000e-02   7.0151218750e+04
  8.0000000000e-02   5.3115437500e+04
  8.5000000000e-02   4.0285656250e+04
  9.0000000000e-02   3.0887109375e+04
  9.5000000000e-02   2.4202640625e+04
  1.0000000000e-01   1.9610796875e+04
  1.0500000000e-01   1.6599312500e+04
  1.1000000000e-01   1.4762203125e+04
  1.1500000000e-01   1.3784601562e+04
  1.2000000000e-01   1.3423789062e+04
  1.2500000000e-01   1.3489851562e+04
  1.3000000000e-01   1.3829265625e+04
  1.3500000000e-01   1.4314320312e+04
  1.4000000000e-01   1.4837242188e+04
  1.4500000000e-01   1.5308718750e+04
  1.5000000000e-01   1.5658359375e+04
  1.5500000000e-01   1.5836835938e+04
  1.6000000000e-01   1.5816515625e+04
  1.6500000000e-01   1.5592093750e+04
  1.7000000000e-01   1.5178164062e+04
  1.7500000000e-01   1.4605328125e+04
  1.8000000000e-01   1.3916015625e+04
  1.8500000000e-01   1.3158546875e+04
  1.9000000000e-01   1.2381484375e+04
  1.9500000000e-01   1.1629000000e+04
  2.0000000000e-01   1.0936421875e+04
  2.0500000000e-01   1.0327859375e+04
  2.1000000000e-01   9.8148984375e+03
  2.1500000000e-01   9.3971875000e+03
  2.2000000000e-01   9.0641015625e+03
  2.2500000000e-01   8.7975820312e+03
  2.3000000000e-01   8.5757968750e+03
  2.3500000000e-01   8.3765351562e+03
  2.4000000000e-01   8.1806093750e+03
  2.4500000000e-01   7.9740390625e+03
  2.5000000000e-01   7.7496992188e+03
  2.5500000000e-01   7.5072890625e+03
  2.6000000000e-01   7.2523632812e+03
  2.6500000000e-01   6.9949179688e+03
  2.7000000000e-01   6.7469804688e+03
  2.7500000000e-01   6.5209257812e+03
  2.8000000000e-01   6.3274648438e+03
  2.8500000000e-01   6.1744687500e+03
  2.9000000000e-01   6.0664843750e+03
  2.9500000000e-01   6.0046718750e+03
  3.0000000000e-01   5.9871484375e+03
  3.0500000000e-01   6.0095312500e+03
  3.1000000000e-01   6.0656093750e+03
  3.1500000000e-01   6.1478242188e+03
  3.2000000000e-01   6.2476992188e+03
  3.2500000000e-01   6.3561367188e+03
  3.3000000000e-01   6.4637578125e+03
  3.3500000000e-01   6.5613984375e+03
  3.4000000000e-01   6.6404453125e+03
  3.4500000000e-01   6.6935312500e+03
  3.5000000000e-01   6.7152812500e+03
  3.5500000000e-01   6.7025820312e+03
  3.6000000000e-01   6.6550859375e+03
  3.6500000000e-01   6.5751679688e+03
  3.7000000000e-01   6.4675156250e+03
  3.7500000000e-01   6.3386601562e+03
  3.8000000000e-01   6.1959296875e+03
  3.8500000000e-01   6.0466171875e+03
  3.9000000000e-01   5.8971601562e+03
  3.9500000000e-01   5.7523281250e+03
  4.0000000000e-01   5.6150703125e+03
  4.0500000000e-01   5.4863085938e+03
  4.1000000000e-01   5.3652695312e+03
  4.1500000000e-01   5.2498476562e+03
  4.2000000000e-01   5.1374062500e+03
  4.2500000000e-01   5.0252265625e+03
  4.3000000000e-01   4.9111835938e+03
  4.3500000000e-01   4.7941601562e+03
  4.4000000000e-01   4.6742968750e+03
  4.4500000000e-01   4.5531210938e+03
  4.5000000000e-01   4.4333476562e+03
  4.5500000000e-01   4.3185937500e+03
  4.6000000000e-01   4.2129218750e+03
  4.6500000000e-01   4.1203984375e+03
  4.7000000000e-01   4.0444472656e+03
  4.7500000000e-01   3.9874414062e+03
  4.8000000000e-01   3.9503183594e+03
  4.8500000000e-01   3.9323007812e+03
  4.9000000000e-01   3.9311054688e+03
  4.9500000000e-01   3.9429628906e+03
  5.0000000000e-01   3.9631718750e+03
