# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 382 (original trajectory frame 382)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   6.8686200000e+05
  1.0000000000e-02   6.3761500000e+05
  1.5000000000e-02   5.6429550000e+05
  2.0000000000e-02   4.7775300000e+05
  2.5000000000e-02   3.8939275000e+05
  3.0000000000e-02   3.0876775000e+05
  3.5000000000e-02   2.4197550000e+05
  4.0000000000e-02   1.9115662500e+05
  4.5000000000e-02   1.5506512500e+05
  5.0000000000e-02   1.3033225000e+05
  5.5000000000e-02   1.1293868750e+05
  6.0000000000e-02   9.9409250000e+04
  6.5000000000e-02   8.7481125000e+04
  7.0000000000e-02   7.6197937500e+04
  7.5000000000e-02   6.5584250000e+04
  8.0000000000e-02   5.6149843750e+04
  8.5000000000e-02   4.8432656250e+04
  9.0000000000e-02   4.2716437500e+04
  9.5000000000e-02   3.8944687500e+04
  1.0000000000e-01   3.6780468750e+04
  1.0500000000e-01   3.5733859375e+04
  1.1000000000e-01   3.5292250000e+04
  1.1500000000e-01   3.5016125000e+04
  1.2000000000e-01   3.4590984375e+04
  1.2500000000e-01   3.3843234375e+04
  1.3000000000e-01   3.2725640625e+04
  1.3500000000e-01   3.1284234375e+04
  1.4000000000e-01   2.9614046875e+04
  1.4500000000e-01   2.7815343750e+04
  1.5000000000e-01   2.5961578125e+04
  1.5500000000e-01   2.4089484375e+04
  1.6000000000e-01   2.2208718750e+04
  1.6500000000e-01   2.0325187500e+04
  1.7000000000e-01   1.8460937500e+04
  1.7500000000e-01   1.6662414062e+04
  1.8000000000e-01   1.4992812500e+04
  1.8500000000e-01   1.3514039062e+04
  1.9000000000e-01   1.2269265625e+04
  1.9500000000e-01   1.1274703125e+04
  2.0000000000e-01   1.0522406250e+04
  2.0500000000e-01   9.9907656250e+03
  2.1000000000e-01   9.6536875000e+03
  2.1500000000e-01   9.4841484375e+03
  2.2000000000e-01   9.4509023438e+03
  2.2500000000e-01   9.5133437500e+03
  2.3000000000e-01   9.6197734375e+03
  2.3500000000e-01   9.7133437500e+03
  2.4000000000e-01   9.7427968750e+03
  2.4500000000e-01   9.6746718750e+03
  2.5000000000e-01   9.4999726562e+03
  2.5500000000e-01   9.2325156250e+03
  2.6000000000e-01   8.9007578125e+03
  2.6500000000e-01   8.5366640625e+03
  2.7000000000e-01   8.1666484375e+03
  2.7500000000e-01   7.8080742188e+03
  2.8000000000e-01   7.4701250000e+03
  2.8500000000e-01   7.1575742188e+03
  2.9000000000e-01   6.8743359375e+03
  2.9500000000e-01   6.6243750000e+03
  3.0000000000e-01   6.4109765625e+03
  3.0500000000e-01   6.2349453125e+03
  3.1000000000e-01   6.0937187500e+03
  3.1500000000e-01   5.9820000000e+03
  3.2000000000e-01   5.8938125000e+03
  3.2500000000e-01   5.8248671875e+03
  3.3000000000e-01   5.7740937500e+03
  3.3500000000e-01   5.7436054688e+03
  3.4000000000e-01   5.7369296875e+03
  3.4500000000e-01   5.7556210938e+03
  3.5000000000e-01   5.7961210938e+03
  3.5500000000e-01   5.8473867188e+03
  3.6000000000e-01   5.8913398438e+03
  3.6500000000e-01   5.9062148438e+03
  3.7000000000e-01   5.8725234375e+03
  3.7500000000e-01   5.7798750000e+03
  3.8000000000e-01   5.6317695312e+03
  3.8500000000e-01   5.4463984375e+03
  3.9000000000e-01   5.2523359375e+03
  3.9500000000e-01   5.0801132812e+03
  4.0000000000e-01   4.9531953125e+03
  4.0500000000e-01   4.8809882812e+03
  4.1000000000e-01   4.8569179688e+03
  4.1500000000e-01   4.8618574219e+03
  4.2000000000e-01   4.8712695312e+03
  4.2500000000e-01   4.8631601562e+03
  4.3000000000e-01   4.8241152344e+03
  4.3500000000e-01   4.7516875000e+03
  4.4000000000e-01   4.6534335938e+03
  4.4500000000e-01   4.5432617188e+03
  4.5000000000e-01   4.4368144531e+03
  4.5500000000e-01   4.3472167969e+03
  4.6000000000e-01   4.2815566406e+03
  4.6500000000e-01   4.2392031250e+03
  4.7000000000e-01   4.2117539062e+03
  4.7500000000e-01   4.1854570312e+03
  4.8000000000e-01   4.1453476562e+03
  4.8500000000e-01   4.0804707031e+03
  4.9000000000e-01   3.9880058594e+03
  4.9500000000e-01   3.8749433594e+03
  5.0000000000e-01   3.7559121094e+03
