# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 43 (original trajectory frame 43)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   6.5174150000e+05
  1.0000000000e-02   5.9498875000e+05
  1.5000000000e-02   5.1414625000e+05
  2.0000000000e-02   4.2478175000e+05
  2.5000000000e-02   3.4090450000e+05
  3.0000000000e-02   2.7136600000e+05
  3.5000000000e-02   2.1876637500e+05
  4.0000000000e-02   1.8080237500e+05
  4.5000000000e-02   1.5292112500e+05
  5.0000000000e-02   1.3084250000e+05
  5.5000000000e-02   1.1193925000e+05
  6.0000000000e-02   9.5306187500e+04
  6.5000000000e-02   8.1002812500e+04
  7.0000000000e-02   6.9202093750e+04
  7.5000000000e-02   5.9736343750e+04
  8.0000000000e-02   5.2122468750e+04
  8.5000000000e-02   4.5827343750e+04
  9.0000000000e-02   4.0489250000e+04
  9.5000000000e-02   3.5946562500e+04
  1.0000000000e-01   3.2127359375e+04
  1.0500000000e-01   2.8932609375e+04
  1.1000000000e-01   2.6209093750e+04
  1.1500000000e-01   2.3811109375e+04
  1.2000000000e-01   2.1670078125e+04
  1.2500000000e-01   1.9808093750e+04
  1.3000000000e-01   1.8284507812e+04
  1.3500000000e-01   1.7120859375e+04
  1.4000000000e-01   1.6258960938e+04
  1.4500000000e-01   1.5579328125e+04
  1.5000000000e-01   1.4956062500e+04
  1.5500000000e-01   1.4309117188e+04
  1.6000000000e-01   1.3623921875e+04
  1.6500000000e-01   1.2933406250e+04
  1.7000000000e-01   1.2284734375e+04
  1.7500000000e-01   1.1712703125e+04
  1.8000000000e-01   1.1233781250e+04
  1.8500000000e-01   1.0854445312e+04
  1.9000000000e-01   1.0582976562e+04
  1.9500000000e-01   1.0431429688e+04
  2.0000000000e-01   1.0407000000e+04
  2.0500000000e-01   1.0498781250e+04
  2.1000000000e-01   1.0669351562e+04
  2.1500000000e-01   1.0858765625e+04
  2.2000000000e-01   1.0999609375e+04
  2.2500000000e-01   1.1037000000e+04
  2.3000000000e-01   1.0944367188e+04
  2.3500000000e-01   1.0727406250e+04
  2.4000000000e-01   1.0417390625e+04
  2.4500000000e-01   1.0056609375e+04
  2.5000000000e-01   9.6847265625e+03
  2.5500000000e-01   9.3303437500e+03
  2.6000000000e-01   9.0093476562e+03
  2.6500000000e-01   8.7281171875e+03
  2.7000000000e-01   8.4876796875e+03
  2.7500000000e-01   8.2867812500e+03
  2.8000000000e-01   8.1227968750e+03
  2.8500000000e-01   7.9908359375e+03
  2.9000000000e-01   7.8829101562e+03
  2.9500000000e-01   7.7868437500e+03
  3.0000000000e-01   7.6877109375e+03
  3.0500000000e-01   7.5707109375e+03
  3.1000000000e-01   7.4258750000e+03
  3.1500000000e-01   7.2519531250e+03
  3.2000000000e-01   7.0570625000e+03
  3.2500000000e-01   6.8560859375e+03
  3.3000000000e-01   6.6655546875e+03
  3.3500000000e-01   6.4991679688e+03
  3.4000000000e-01   6.3659843750e+03
  3.4500000000e-01   6.2705000000e+03
  3.5000000000e-01   6.2132578125e+03
  3.5500000000e-01   6.1895156250e+03
  3.6000000000e-01   6.1869531250e+03
  3.6500000000e-01   6.1854648438e+03
  3.7000000000e-01   6.1611367188e+03
  3.7500000000e-01   6.0941953125e+03
  3.8000000000e-01   5.9774101562e+03
  3.8500000000e-01   5.8195078125e+03
  3.9000000000e-01   5.6415234375e+03
  3.9500000000e-01   5.4674921875e+03
  4.0000000000e-01   5.3153476562e+03
  4.0500000000e-01   5.1918789062e+03
  4.1000000000e-01   5.0936640625e+03
  4.1500000000e-01   5.0118828125e+03
  4.2000000000e-01   4.9372968750e+03
  4.2500000000e-01   4.8630390625e+03
  4.3000000000e-01   4.7853281250e+03
  4.3500000000e-01   4.7032753906e+03
  4.4000000000e-01   4.6185937500e+03
  4.4500000000e-01   4.5349785156e+03
  4.5000000000e-01   4.4561210938e+03
  4.5500000000e-01   4.3832597656e+03
  4.6000000000e-01   4.3134785156e+03
  4.6500000000e-01   4.2411093750e+03
  4.7000000000e-01   4.1617578125e+03
  4.7500000000e-01   4.0769492188e+03
  4.8000000000e-01   3.9956562500e+03
  4.8500000000e-01   3.9310703125e+03
  4.9000000000e-01   3.8939296875e+03
  4.9500000000e-01   3.8863984375e+03
  5.0000000000e-01   3.9006230469e+03
