# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 338 (original trajectory frame 338)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   6.4661000000e+05
  1.0000000000e-02   6.0984850000e+05
  1.5000000000e-02   5.5349350000e+05
  2.0000000000e-02   4.8394025000e+05
  2.5000000000e-02   4.0845800000e+05
  3.0000000000e-02   3.3397275000e+05
  3.5000000000e-02   2.6604800000e+05
  4.0000000000e-02   2.0827562500e+05
  4.5000000000e-02   1.6210737500e+05
  5.0000000000e-02   1.2714081250e+05
  5.5000000000e-02   1.0169187500e+05
  6.0000000000e-02   8.3472187500e+04
  6.5000000000e-02   7.0215718750e+04
  7.0000000000e-02   6.0105968750e+04
  7.5000000000e-02   5.1962593750e+04
  8.0000000000e-02   4.5211875000e+04
  8.5000000000e-02   3.9711093750e+04
  9.0000000000e-02   3.5515937500e+04
  9.5000000000e-02   3.2679703125e+04
  1.0000000000e-01   3.1125765625e+04
  1.0500000000e-01   3.0612250000e+04
  1.1000000000e-01   3.0769625000e+04
  1.1500000000e-01   3.1179625000e+04
  1.2000000000e-01   3.1458343750e+04
  1.2500000000e-01   3.1321468750e+04
  1.3000000000e-01   3.0616968750e+04
  1.3500000000e-01   2.9326468750e+04
  1.4000000000e-01   2.7542453125e+04
  1.4500000000e-01   2.5431156250e+04
  1.5000000000e-01   2.3190656250e+04
  1.5500000000e-01   2.1011890625e+04
  1.6000000000e-01   1.9047156250e+04
  1.6500000000e-01   1.7389765625e+04
  1.7000000000e-01   1.6067726562e+04
  1.7500000000e-01   1.5049445312e+04
  1.8000000000e-01   1.4262906250e+04
  1.8500000000e-01   1.3619195312e+04
  1.9000000000e-01   1.3037578125e+04
  1.9500000000e-01   1.2463687500e+04
  2.0000000000e-01   1.1877359375e+04
  2.0500000000e-01   1.1290195312e+04
  2.1000000000e-01   1.0733335938e+04
  2.1500000000e-01   1.0242140625e+04
  2.2000000000e-01   9.8422265625e+03
  2.2500000000e-01   9.5403437500e+03
  2.3000000000e-01   9.3238750000e+03
  2.3500000000e-01   9.1650273438e+03
  2.4000000000e-01   9.0300390625e+03
  2.4500000000e-01   8.8878554688e+03
  2.5000000000e-01   8.7172929688e+03
  2.5500000000e-01   8.5100156250e+03
  2.6000000000e-01   8.2700898438e+03
  2.6500000000e-01   8.0106484375e+03
  2.7000000000e-01   7.7490039062e+03
  2.7500000000e-01   7.5017109375e+03
  2.8000000000e-01   7.2805703125e+03
  2.8500000000e-01   7.0902968750e+03
  2.9000000000e-01   6.9282695312e+03
  2.9500000000e-01   6.7863242188e+03
  3.0000000000e-01   6.6537968750e+03
  3.0500000000e-01   6.5212539062e+03
  3.1000000000e-01   6.3835156250e+03
  3.1500000000e-01   6.2410000000e+03
  3.2000000000e-01   6.0990703125e+03
  3.2500000000e-01   5.9653242188e+03
  3.3000000000e-01   5.8462226562e+03
  3.3500000000e-01   5.7440351562e+03
  3.4000000000e-01   5.6556210938e+03
  3.4500000000e-01   5.5733828125e+03
  3.5000000000e-01   5.4880742188e+03
  3.5500000000e-01   5.3924765625e+03
  3.6000000000e-01   5.2844648438e+03
  3.6500000000e-01   5.1680703125e+03
  3.7000000000e-01   5.0523710938e+03
  3.7500000000e-01   4.9484492188e+03
  3.8000000000e-01   4.8658789062e+03
  3.8500000000e-01   4.8094062500e+03
  3.9000000000e-01   4.7777226562e+03
  3.9500000000e-01   4.7638789062e+03
  4.0000000000e-01   4.7573984375e+03
  4.0500000000e-01   4.7472656250e+03
  4.1000000000e-01   4.7244492188e+03
  4.1500000000e-01   4.6838906250e+03
  4.2000000000e-01   4.6251289062e+03
  4.2500000000e-01   4.5520488281e+03
  4.3000000000e-01   4.4718710938e+03
  4.3500000000e-01   4.3937031250e+03
  4.4000000000e-01   4.3270273438e+03
  4.4500000000e-01   4.2800585938e+03
  4.5000000000e-01   4.2581796875e+03
  4.5500000000e-01   4.2627265625e+03
  4.6000000000e-01   4.2902773438e+03
  4.6500000000e-01   4.3332421875e+03
  4.7000000000e-01   4.3810117188e+03
  4.7500000000e-01   4.4223320312e+03
  4.8000000000e-01   4.4477109375e+03
  4.8500000000e-01   4.4514726562e+03
  4.9000000000e-01   4.4328085938e+03
  4.9500000000e-01   4.3953105469e+03
  5.0000000000e-01   4.3456347656e+03
