# robin saxs scatter per-frame SAXS profile
# topology: pnt_STARLING.pdb
# trajectory: pnt_STARLING.xtc
# frame: 554 (original trajectory frame 554)
# selection: not element H
# c1=1.0  c2=2.0
# q (Å⁻¹)          I(q)
  5.0000000000e-03   6.7033250000e+05
  1.0000000000e-02   6.1924600000e+05
  1.5000000000e-02   5.4396375000e+05
  2.0000000000e-02   4.5649775000e+05
  2.5000000000e-02   3.6909200000e+05
  3.0000000000e-02   2.9147350000e+05
  3.5000000000e-02   2.2914937500e+05
  4.0000000000e-02   1.8313950000e+05
  4.5000000000e-02   1.5097262500e+05
  5.0000000000e-02   1.2841537500e+05
  5.5000000000e-02   1.1122743750e+05
  6.0000000000e-02   9.6395625000e+04
  6.5000000000e-02   8.2560437500e+04
  7.0000000000e-02   6.9735437500e+04
  7.5000000000e-02   5.8619593750e+04
  8.0000000000e-02   4.9890468750e+04
  8.5000000000e-02   4.3758656250e+04
  9.0000000000e-02   3.9877906250e+04
  9.5000000000e-02   3.7534593750e+04
  1.0000000000e-01   3.5948750000e+04
  1.0500000000e-01   3.4517796875e+04
  1.1000000000e-01   3.2922109375e+04
  1.1500000000e-01   3.1090187500e+04
  1.2000000000e-01   2.9091062500e+04
  1.2500000000e-01   2.7027875000e+04
  1.3000000000e-01   2.4979546875e+04
  1.3500000000e-01   2.2994093750e+04
  1.4000000000e-01   2.1108078125e+04
  1.4500000000e-01   1.9364703125e+04
  1.5000000000e-01   1.7813304688e+04
  1.5500000000e-01   1.6494421875e+04
  1.6000000000e-01   1.5424875000e+04
  1.6500000000e-01   1.4593335938e+04
  1.7000000000e-01   1.3968148438e+04
  1.7500000000e-01   1.3510687500e+04
  1.8000000000e-01   1.3182578125e+04
  1.8500000000e-01   1.2946171875e+04
  1.9000000000e-01   1.2759257812e+04
  1.9500000000e-01   1.2574070312e+04
  2.0000000000e-01   1.2344593750e+04
  2.0500000000e-01   1.2040625000e+04
  2.1000000000e-01   1.1660351562e+04
  2.1500000000e-01   1.1232406250e+04
  2.2000000000e-01   1.0804226562e+04
  2.2500000000e-01   1.0421148438e+04
  2.3000000000e-01   1.0105890625e+04
  2.3500000000e-01   9.8498046875e+03
  2.4000000000e-01   9.6192656250e+03
  2.4500000000e-01   9.3742109375e+03
  2.5000000000e-01   9.0879609375e+03
  2.5500000000e-01   8.7598085938e+03
  2.6000000000e-01   8.4137968750e+03
  2.6500000000e-01   8.0867265625e+03
  2.7000000000e-01   7.8114726562e+03
  2.7500000000e-01   7.6043593750e+03
  2.8000000000e-01   7.4614960938e+03
  2.8500000000e-01   7.3633984375e+03
  2.9000000000e-01   7.2846992188e+03
  2.9500000000e-01   7.2032773438e+03
  3.0000000000e-01   7.1053515625e+03
  3.0500000000e-01   6.9864687500e+03
  3.1000000000e-01   6.8495156250e+03
  3.1500000000e-01   6.7021328125e+03
  3.2000000000e-01   6.5547382812e+03
  3.2500000000e-01   6.4188984375e+03
  3.3000000000e-01   6.3053203125e+03
  3.3500000000e-01   6.2211289062e+03
  3.4000000000e-01   6.1666328125e+03
  3.4500000000e-01   6.1338750000e+03
  3.5000000000e-01   6.1074218750e+03
  3.5500000000e-01   6.0683828125e+03
  3.6000000000e-01   6.0002343750e+03
  3.6500000000e-01   5.8945390625e+03
  3.7000000000e-01   5.7540234375e+03
  3.7500000000e-01   5.5923671875e+03
  3.8000000000e-01   5.4302539062e+03
  3.8500000000e-01   5.2893710938e+03
  3.9000000000e-01   5.1864570312e+03
  3.9500000000e-01   5.1290742188e+03
  4.0000000000e-01   5.1144843750e+03
  4.0500000000e-01   5.1316523438e+03
  4.1000000000e-01   5.1653007812e+03
  4.1500000000e-01   5.2004882812e+03
  4.2000000000e-01   5.2263242188e+03
  4.2500000000e-01   5.2371914062e+03
  4.3000000000e-01   5.2317968750e+03
  4.3500000000e-01   5.2107070312e+03
  4.4000000000e-01   5.1737460938e+03
  4.4500000000e-01   5.1191718750e+03
  4.5000000000e-01   5.0446757812e+03
  4.5500000000e-01   4.9499960938e+03
  4.6000000000e-01   4.8395585938e+03
  4.6500000000e-01   4.7232695312e+03
  4.7000000000e-01   4.6144199219e+03
  4.7500000000e-01   4.5254257812e+03
  4.8000000000e-01   4.4628496094e+03
  4.8500000000e-01   4.4241093750e+03
  4.9000000000e-01   4.3980468750e+03
  4.9500000000e-01   4.3688613281e+03
  5.0000000000e-01   4.3223476562e+03
